protein,rank
RL9_HUMAN,0.01737208132929851
ARF3_HUMAN,0.017370049327364516
PLS3_HUMAN,0.017369043590187774
KLC2_HUMAN,0.017370489258464534
VAMP8_HUMAN,0.017370526113010022
PGH2_HUMAN,0.017369345859408022
NCF4_HUMAN,0.017368444517579677
FURIN_HUMAN,0.01736994104491595
KLDC9_HUMAN,0.017368684879601817
DIAP2_HUMAN,0.017369376932396454
PRAF1_HUMAN,0.01737063089066748
LTK_HUMAN,0.01736899591667437
GDIR1_HUMAN,0.01737009994222418
SCND1_HUMAN,0.01736774204833086
KI21B_HUMAN,0.01736988900969651
FLNC_HUMAN,0.01736926443335639
PYR1_HUMAN,0.01737110290413411
RFXK_HUMAN,0.01736921579678076
ANRA2_HUMAN,0.017369376417100513
RIPK4_HUMAN,0.017369160805674636
ILK_HUMAN,0.017369757808957723
KLH15_HUMAN,0.017368823847292346
MYH14_HUMAN,0.017369047551016877
DYRK4_HUMAN,0.01737002953773572
LEO1_HUMAN,0.017370385030992516
E9PFK9_HUMAN,0.01737019910304405
PARK7_HUMAN,0.017371288612498863
DP13A_HUMAN,0.01736935622485653
DLGP4_HUMAN,0.01736837018489349
SC24A_HUMAN,0.017372609517557952
DUSTY_HUMAN,0.017369703022322314
BI2L2_HUMAN,0.01736790073121035
KIF17_HUMAN,0.017370317750319678
PYRG2_HUMAN,0.01737115513507695
BI2L1_HUMAN,0.017370181685814053
AT8B4_HUMAN,0.017369583066400827
DCTN4_HUMAN,0.017370717494411606
KAPCA_HUMAN,0.017377557664876975
UB2E3_HUMAN,0.017370340479762898
AT10D_HUMAN,0.017368736964275485
MYO16_HUMAN,0.017368972642250475
ARI4B_HUMAN,0.01736917810723194
RGF1B_HUMAN,0.017368917704052758
PKHH3_HUMAN,0.017368971595574045
LCK_HUMAN,0.017369390886536457
RN5A_HUMAN,0.01736944559304998
IKKA_HUMAN,0.017369860921710487
SGTA_HUMAN,0.017370396030280087
NPRL3_HUMAN,0.017368454936355488
PLCB_HUMAN,0.017370256357230197
CTNB1_HUMAN,0.017369736258482725
KPCT_HUMAN,0.01736914795252867
PDIA4_HUMAN,0.017372279603709326
ERF3A_HUMAN,0.017371692536220902
AKD1A_HUMAN,0.01736878973000555
MYC_HUMAN,0.01737013800595137
AGAP6_HUMAN,0.017367387656844598
ARH37_HUMAN,0.017368529874345878
SMYD4_HUMAN,0.01736789076628327
HACE1_HUMAN,0.01736982534035139
ASB12_HUMAN,0.017370032363785738
FHDC1_HUMAN,0.017369564113353414
